	PMID	title	abstract
20	10564744	Effect of short-term MeSHD000431 exposure on the MeSHD013493 of MeSHD007031: immunohystochemical study in MeSHD051379.	Morphological changes of the MeSHD013493 (SCN) of the MeSHD007031 were investigated in MeSHD051379 exhibiting intoxication MeSHQ000175 of stages 2 or 3 after a short application term of 6% MeSHD000431. Alterations in MeSHD009457 and MeSHD009474 were examined using anti-MeSHD005904 (GFAP) and anti-MeSHD064026 D28k MeSHD000911, respectively. The results revealed that short-term MeSHD000431 exposure led to strong expression of GFAP-immunoreactivity (GFAP-IR) in the dorsomedial part of the SCN. Furthermore, GFAP-IR MeSHD001253 showed an increase in number and MeSHD006984 with longer processes. However, MeSHD064026 D28k-IR MeSHD009474 were apparently little changed in the SCN. It is concluded that neuroadaptive response of MeSHD001253 could occur before the neurotoxic effects emerge on MeSHD009474 on the SCN.
21	7619574	MeSHD010300: MeSHD004813, MeSHD003933 and management.	Since the introduction of MeSHD007980 MeSHQ000628 for MeSHD010300 over 20 years ago, there has been an awakening of MeSHD012106 interest in this chronic neuro-degenerative disorder. This MeSHD010209 describes current MeSHD032882 of the MeSHD012380 of genetic and environmental factors in the aetiology of MeSHD010300 and problems associated with both MeSHD003933 and management. It briefly MeSHD020489 both pharmacological and non-pharmacological options for MeSHQ000628. Despite an increasing armoury of available MeSHQ000628, the optimum management for this condition remains controversial.
22	12913112	Dual recognition of the MeSHD012270 and the MeSHD018271 by the MeSHC036318 during MeSHD011506 targeting to the MeSHD004721.	We have analyzed the interactions between the MeSHD018271 (SRP), the MeSHC036318 (SR), and the MeSHD012270 using MeSHD020558 assays, MeSHD015374 experiments, and MeSHD012270 binding assays. Possible mechanisms that could contribute to an enhanced affinity between the SR and the SRP-MeSHD012270 nascent chain complex to promote MeSHD021381 under physiological MeSHD009994 conditions have been explored. MeSHD012270 or 60S MeSHD054658 activate the MeSHD020558 cycle of SRP54 and SRalpha by providing a platform for assembly of the SRP-SR complex. MeSHD015374 experiments revealed high-affinity, saturable binding of MeSHD012270 or MeSHD054658 to the SR. Remarkably, the SR has a 100-fold higher affinity for the MeSHD012270 than for SRP. MeSHC020485 that contain the SR bind nontranslating MeSHD012270 with an affinity comparable to that shown by the MeSHD000069816. An NH2-terminal 319-residue segment of SRalpha is necessary and sufficient for binding of SR to the MeSHD012270. We propose that the MeSHD012270-SR interaction accelerates targeting of the MeSHD012270 nascent chain complex to the RER, while the SRP-SR interaction is crucial for maintaining the fidelity of the targeting reaction.
23	9889302	Bcl-2 overexpression protects the neonatal MeSHD002531 from MeSHD000431 neurotoxicity.	The developing MeSHD009420 is extremely sensitive to MeSHD000431, and exposure often produces a condition known as the MeSHD063647. Although mechanisms underlying developmental MeSHD000431 MeSHQ000633 have long been sought, they remain poorly understood. In this study, we examined the MeSHD001076 of the MeSHD016923 repressor MeSHD005796 bcl-2 to protect against MeSHD000431 neurotoxicity. MeSHD008822 overexpressing bcl-2 in MeSHD009474 were exposed to MeSHD000431 vapor on postnatal days 4 and 5, which is the peak period of vulnerability of cerebellar MeSHD011689 to MeSHD000431. While exposure of wild-type MeSHD000818 to MeSHD000431 resulted in significant loss of MeSHD011689 by P5, similar exposure of homozygous and heterozygous transgenics had no effect on the number of these MeSHD009474. This study suggests that bcl-2 can protect MeSHD009474 from MeSHD000431 neurotoxicity and that modulation of MeSHD016923 effector or repressor MeSHD005796 products may MeSHD010988 a significant MeSHD012380 in developmental MeSHD000431 neurotoxicity.
24	12657676	Synchronized formation and remodeling of MeSHD057907: long-term visualization of hippocampal MeSHD009474 expressing MeSHC033652 tagged with MeSHD049452.	To explore mechanisms governing the formation and remodeling of MeSHD057907 (PSD), we used dissociated MeSHQ000208 of hippocampal MeSHD009474 isolated from transgenic MeSHD004628 expressing MeSHD049452 (GFP)-tagged PSD MeSHD011506 PSD-Zip45 (Homer 1c) and PSD-95. Expression of GFP-tagged PSD molecules was stable, and the remodeling process of PSDs could be followed for >1 week. A higher expression level of GFP-PSD-Zip45 enabled us to quantitatively analyze the amount of PSD-Zip45 clusters during MeSHQ000254. Repetitive imaging of the same MeSHD002477 MeSHD011153 between 11 and 17 d in MeSHQ000208 revealed an increase of the average PSD-Zip45 cluster density from 0.32 to 0.73/microm. Newly generated MeSHD003712 rapidly acquired GFP-PSD-Zip45 clusters, and their density reached the level of parental MeSHD003712 within a few days. Temporal profiles of GFP-PSD-Zip45 cluster density showed a variety of patterns. Some MeSHD003712 showed a monotonous increase of clusters, whereas others showed complex patterns, including short decremental stages. MeSHQ000032 of long-term remodeling of PSD-95-GFP clusters confirmed that the decremental stages were not specific to the PSD-Zip45 clusters. Comparison of the temporal profiles of the cluster density among MeSHD009474 indicated synchronization of both GFP-PSD-Zip45 and PSD-95 MeSHD016000 within individual MeSHD002477. Furthermore, activation of MeSHD017868 suppressed the decremental stages of cluster remodeling. These MeSHD019370 suggest the presence of signaling mechanisms that can induce synchronized addition or elimination of PSD MeSHD011506 throughout MeSHD009473 of a single MeSHD009474.
25	7856079	Genetic MeSHQ000032 of MeSHC000623921: examination of the MeSHD012380 of L2 and MeSHC010200 MeSHD005796 in viral MeSHQ000209.	The monopartite MeSHD004247 MeSHD016678 of MeSHD027461 curly top MeSHD017791 (BCTV, MeSHD013180 Logan) contains four leftward (complementary sense) MeSHD016366 (MeSHD016366) designated L1, L2, MeSHC010200, and L4. We investigated the MeSHQ000502 of the L2 and MeSHC010200 MeSHD016366 by mutational MeSHQ000032. We found that in MeSHD014026 benthamiana and sugarbeet MeSHD010944, neither a functional L2 nor a functional MeSHC010200 MeSHD005796 is required for MeSHQ000472. Double mutants were also infectious, and no evidence for a synergistic effect of these MeSHD005796 was evident. However, while sugarbeet MeSHD010944 inoculated with L2 or MeSHC010200 mutants showed MeSHQ000175 that were indistinguishable from those elicited by wild type MeSHD014780, mutant-inoculated N. benthamiana MeSHD010944 displayed a novel MeSHD010641 in which recovery of the MeSHD010944 from initially severe MeSHD004194 MeSHQ000175 was greatly enhanced. Enhanced recovery was associated with a large reduction in MeSHD004279 levels. Our studies did not provide evidence for functional homology between the BCTV L2 MeSHD005796 and its presumed homologue (AL2) in the bipartite MeSHD017791. In contrast, mutants with lesions in the MeSHC010200 ORF accumulated three- to five-fold less MeSHD004247 than wild type MeSHD014780 in a MeSHD011523 replication MeSHQ000032, consistent with the interpretation that the BCTV MeSHC010200 MeSHD005796 is a homologue of the bipartite MeSHD017791 AL3 MeSHD005796 which is known to MeSHQ000502 as a replication enhancer. Functional homology was directly confirmed in experiments which demonstrated that the BCTV MeSHC010200 MeSHD005796 can MeSHD003165 a MeSHC000623906 AL3 mutant, and vice versa.
26	12194796	[Polymorphisms of ACE-1 and MTHFR MeSHD005796 and MeSHD020022 of MeSHD000083242].	To study the relationships between polymorphisms of MeSHD007703 (ACE-1) MeSHD005796 and N(5),N(10) -methylene-MeSHD060126-hydrofolic MeSHD000143 MeSHD010088 (MTHFR) MeSHD005796 and MeSHD000083242 (IS). The polymorphisms of ACE-1 and MTHFR MeSHD005796 in the peripheral MeSHD007962 of 143 MeSHD010361 with IS and 154 MeSHQ000517 were analyzed using MeSHD016133- MeSHD012150. The MeSHQ000453 of II, ID, and MeSHC007792 MeSHD005838 of ACE-1 MeSHD005796 were 37.1%, 48.3%, and 14.7% respectively in IS MeSHD010361,and were 44.2%, 37.7%, and 18.2% respectively in the MeSHQ000517. The MeSHD012306 of MeSHD020521 in IS group was 1.2 MeSHD013995 that in the MeSHD035061. The MeSHQ000453 of TT, CT, and CC MeSHD005838 of MTHFR MeSHD005796 were 14.0%; 45.5%, and 40.5% respectively in the IS group, and 5.2%, 31.8%, and 63.0% respectively in the MeSHD035061. The MeSHQ000453 of TT MeSHD005838 was 5.2% in the MeSHD035061 and 1.4% in the IS group (P < 0.05). The MeSHQ000453 of T MeSHD000483 was 21.10% in the MeSHD035061 and 36.65% in the IS group (P < 0.01). The individuals with TT + ID or CT + ID were more susceptible to IS. The individuals with TT + ID were 4.3 MeSHD013995 susceptible to IS than the MeSHQ000517, and the individuals with CT + ID were 1.63 MeSHD013995 susceptible to IS than the MeSHQ000517. However, the individuals with CC + ID were less susceptable to IS in comparison to the MeSHQ000517 (P = 0.003). TT and CT MeSHD005838 of MTHFR MeSHD005796 may be the MeSHD012307 of IS. There is a co-effective action between polymorphisms of ACE-1 MeSHD005796 and those of MTHFR MeSHD005796 in the MeSHQ000209 of IS. CC MeSHD005838 may have a protective effect against IS.
27	12496047	Psychosocial predictors of BRCA MeSHD003376 and testing decisions among urban MeSHD001741 MeSHD014930.	MeSHD005817 and testing for MeSHD009154 in XXX (BRCA)1/2 MeSHD005796 that increase MeSHD001943 susceptibility potentially offer a number of benefits (e.g., more informed MeSHD003657 regarding MeSHD001943 MeSHQ000517 options) but also raise potential problems (e.g., issues of discrimination). However, the MeSHD008091 suggests that MeSHD001741 MeSHD014930 underuse MeSHQ000235-related services. Therefore, the primary aim of the current study was to investigate predictors of the MeSHQ000706 of MeSHD005817 and testing for MeSHD001943 susceptibility in this MeSHD011153. Participants were 76 MeSHD001741 at increased MeSHD012306 for MeSHD001943 attributable to their MeSHD005190 MeSHQ000266 of the MeSHD004194. Participants were recruited from an urban MeSHD055088 clinic and completed MeSHD014894 assessing sociodemographic information, MeSHD001943 MeSHD019359, MeSHD001943-specific MeSHD000079225, and perceived benefits of and barriers to BRCA testing. Free BRCA MeSHD003376 and testing were offered to all interested participants, and MeSHD014894 were completed before MeSHD003376 sessions. On the basis of their subsequent acceptance or refusal of these services, participants were described as having either: (a) declined BRCA-related MeSHD005817 (GC-); (b) participated in MeSHD005817 but refused MeSHD005820 (GC+GT-); or (c) participated in both MeSHD005817 and testing (GC+GT+). Results revealed that participants who declined MeSHD003376 had significantly less MeSHD019359 of MeSHD001943 MeSHQ000235 than those who accepted both MeSHD003376 and testing. No differences emerged among the three groups in terms of perceived benefits of testing. However, participants declining MeSHD003376 demonstrated significantly higher perceived barrier scores compared with those accepting MeSHD003376 and testing. Specifically, those who did not participate in MeSHD003376 reported greater anticipation of negative emotional responses to testing and more concern about MeSHD013240, whereas those who underwent both MeSHD003376 and testing had significantly lower MeSHD005190-related MeSHD006167. Finally, MeSHD009369-specific distress was positively associated with participation in MeSHD003376, regardless of participation in testing. The current MeSHQ000175 underscore the need for refinement of outreach and intervention efforts that both increase MeSHD001364 of BRCA MeSHD003376 and testing among MeSHD001741 MeSHD014930 and provide information to those considering these options.
28	8873134	Assignment of Alzheimer's MeSHD053764 (PS-1) MeSHD005796 to 14q24.3 by MeSHD005453 MeSHD017403.	MeSHD053764 (PS-1) was suggested to be localized on 14q24.3 based on linkage MeSHQ000032 and MeSHD018076 MeSHD019976. The final identification of PS-1 as the causal MeSHD005796 for MeSHD000544 (AD) was concluded based on finding of the MeSHD017354 in the candidate MeSHD018076 linked with MeSHD010375 with early-onset familial AD. We present evidence of its physical MeSHD002874 of PS-1 by MeSHD005453 MeSHD017403 MeSHD008722.
29	7964823	MeSHD001053 E polymorphism in MeSHD044466 MeSHD010361 with MeSHD000544 or MeSHD015140.	MeSHD001053 E (MeSHD001057) MeSHD010988 a key part in MeSHD050356 both in the MeSHD008099, and in the CNS. To clarify the MeSHD001244 of MeSHD001057 polymorphism with MeSHD000544 and MeSHD015140 in MeSHD007564, 13 MeSHD010361 with early onset (age > or = 65) sporadic MeSHD000544, 40 MeSHD010361 with late onset (age < or = 65) sporadic MeSHD000544, 19 MeSHD010361 with MeSHD015140, and 49 non-demented MeSHQ000517 subjects were analysed. The results showed a significantly increased MeSHQ000453 of the epsilon 4 MeSHD000483 in the MeSHD010361 with late onset sporadic MeSHD000544 (0.25), but not in the MeSHD010361 with early onset sporadic MeSHD000544 (0.04) or in the MeSHD010361 with MeSHD015140 (0.13) compared with MeSHQ000517 (0.09). The raised MeSHQ000453 of the epsilon 4 MeSHD000483 in the MeSHD010361 with late onset sporadic MeSHD000544 was of a lower magnitude than that in MeSHD014481 and Canadian studies. This may in part be due to a lower epsilon 4 MeSHQ000453 in the normal MeSHD044466 MeSHD011153 and reflect the lower MeSHD009017 from MeSHD000544 in MeSHD007564.
